year,site,hive,colony type,date,month,day,julian,ndays,totdays,dead,deadperday,avgdead,mortality,,,,,,,,,,,,,,,
2015,MM,2015MM39,full,505,5,5,10,3,9,243,81,17.21052632,3.706422018,,,,,,,,,,,,,,,
2015,MM,2015MM39,full,508,5,8,13,3,12,130,43.33333333,17.21052632,1.51783894,,,,,,,,,,,,,,,
2015,MM,2015MM39,full,511,5,11,16,3,15,31,10.33333333,17.21052632,-0.399592253,,,,,,,,,,,,,,,
2015,MM,2015MM39,full,514,5,14,19,3,18,14,4.666666667,17.21052632,-0.728848114,,,,,,,,,,,,,,,
2015,MM,2015MM39,full,519,5,19,24,5,23,20,4,17.21052632,-0.767584098,,,,,,,,,,,,,,,
2015,MM,2015MM39,full,523,5,23,28,4,27,38,9.5,17.21052632,-0.448012232,,,,,,,,,,,,,,,
2015,MM,2015MM39,full,527,5,27,32,4,31,27,6.75,17.21052632,-0.607798165,,,,,,,,,,,,,,,
2015,MM,2015MM39,full,603,6,3,39,7,38,28,4,17.21052632,-0.767584098,,,,,,,,,,,,,,,
2015,MM,2015MM40,full,429,4,29,4,3,3,86,28.66666667,23.07894737,0.242113265,,,,,,,,,,,,,,,
2015,MM,2015MM40,full,502,5,2,7,3,6,53,17.66666667,23.07894737,-0.234511593,,,,,,,,,,,,,,,
2015,MM,2015MM40,full,505,5,5,10,3,9,151,50.33333333,23.07894737,1.180919802,,,,,,,,,,,,,,,
2015,MM,2015MM40,full,508,5,8,13,3,12,124,41.33333333,23.07894737,0.79095401,,,,,,,,,,,,,,,
2015,MM,2015MM40,full,511,5,11,16,3,15,145,48.33333333,23.07894737,1.094260737,,,,,,,,,,,,,,,
2015,MM,2015MM40,full,514,5,14,19,3,18,29,9.666666667,23.07894737,-0.581147853,,,,,,,,,,,,,,,
2015,MM,2015MM40,full,519,5,19,24,5,23,168,33.6,23.07894737,0.455872292,,,,,,,,,,,,,,,
2015,MM,2015MM40,full,523,5,23,28,4,27,66,16.5,23.07894737,-0.285062714,,,,,,,,,,,,,,,
2015,MM,2015MM40,full,527,5,27,32,4,31,23,5.75,23.07894737,-0.750855188,,,,,,,,,,,,,,,
2015,MM,2015MM40,full,603,6,3,39,7,38,32,4.571428571,23.07894737,-0.801922137,,,,,,,,,,,,,,,
2015,SC,2015SC3,package,429,4,29,4,3,3,26,8.666666667,10.65789474,-0.186831276,,,,,,,,,,,,,,,
2015,SC,2015SC3,package,502,5,2,7,3,6,26,8.666666667,10.65789474,-0.186831276,,,,,,,,,,,,,,,
2015,SC,2015SC3,package,505,5,5,10,3,9,49,16.33333333,10.65789474,0.532510288,,,,,,,,,,,,,,,
2015,SC,2015SC3,package,508,5,8,13,3,12,94,31.33333333,10.65789474,1.939917695,,,,,,,,,,,,,,,
2015,SC,2015SC3,package,511,5,11,16,3,15,25,8.333333333,10.65789474,-0.218106996,,,,,,,,,,,,,,,
2015,SC,2015SC3,package,514,5,14,19,3,18,62,20.66666667,10.65789474,0.93909465,,,,,,,,,,,,,,,
2015,SC,2015SC3,package,519,5,19,24,5,23,41,8.2,10.65789474,-0.230617284,,,,,,,,,,,,,,,
2015,SC,2015SC3,package,523,5,23,28,4,27,43,10.75,10.65789474,0.008641975,,,,,,,,,,,,,,,
2015,SC,2015SC3,package,527,5,27,32,4,31,21,5.25,10.65789474,-0.507407407,,,,,,,,,,,,,,,
2015,SC,2015SC3,package,603,6,3,39,7,38,18,2.571428571,10.65789474,-0.758730159,,,,,,,,,,,,,,,
2015,SC,2015SC4,package,429,4,29,4,3,3,17,5.666666667,9.736842105,-0.418018018,,,,,,,,,,,,,,,
2015,SC,2015SC4,package,502,5,2,7,3,6,30,10,9.736842105,0.027027027,,,,,,,,,,,,,,,
2015,SC,2015SC4,package,505,5,5,10,3,9,29,9.666666667,9.736842105,-0.007207207,,,,,,,,,,,,,,,
2015,SC,2015SC4,package,508,5,8,13,3,12,39,13,9.736842105,0.335135135,,,,,,,,,,,,,,,
2015,SC,2015SC4,package,511,5,11,16,3,15,39,13,9.736842105,0.335135135,,,,,,,,,,,,,,,
2015,SC,2015SC4,package,514,5,14,19,3,18,44,14.66666667,9.736842105,0.506306306,,,,,,,,,,,,,,,
2015,SC,2015SC4,package,519,5,19,24,5,23,26,5.2,9.736842105,-0.465945946,,,,,,,,,,,,,,,
2015,SC,2015SC4,package,523,5,23,28,4,27,97,24.25,9.736842105,1.490540541,,,,,,,,,,,,,,,
2015,SC,2015SC4,package,527,5,27,32,4,31,24,6,9.736842105,-0.383783784,,,,,,,,,,,,,,,
2015,SC,2015SC4,package,603,6,3,39,7,38,25,3.571428571,9.736842105,-0.633204633,,,,,,,,,,,,,,,
2015,SC,2015SC17,nuc,429,4,29,4,3,3,36,12,11.13157895,0.078014184,,,,,,,,,,,,,,,
2015,SC,2015SC17,nuc,502,5,2,7,3,6,21,7,11.13157895,-0.371158392,,,,,,,,,,,,,,,
2015,SC,2015SC17,nuc,505,5,5,10,3,9,42,14,11.13157895,0.257683215,,,,,,,,,,,,,,,
2015,SC,2015SC17,nuc,508,5,8,13,3,12,68,22.66666667,11.13157895,1.036249015,,,,,,,,,,,,,,,
2015,SC,2015SC17,nuc,511,5,11,16,3,15,57,19,11.13157895,0.706855792,,,,,,,,,,,,,,,
2015,SC,2015SC17,nuc,514,5,14,19,3,18,18,6,11.13157895,-0.460992908,,,,,,,,,,,,,,,
2015,SC,2015SC17,nuc,519,5,19,24,5,23,38,7.6,11.13157895,-0.317257683,,,,,,,,,,,,,,,
2015,SC,2015SC17,nuc,523,5,23,28,4,27,59,14.75,11.13157895,0.325059102,,,,,,,,,,,,,,,
2015,SC,2015SC17,nuc,527,5,27,32,4,31,58,14.5,11.13157895,0.302600473,,,,,,,,,,,,,,,
2015,SC,2015SC17,nuc,603,6,3,39,7,38,26,3.714285714,11.13157895,-0.666328943,,,,,,,,,,,,,,,
2015,SC,2015SC45,full,429,4,29,4,3,3,74,24.66666667,35.65789474,-0.308241082,,,,,,,,,,,,,,,
2015,SC,2015SC45,full,502,5,2,7,3,6,281,93.66666667,35.65789474,1.626814268,,,,,,,,,,,,,,,
2015,SC,2015SC45,full,505,5,5,10,3,9,221,73.66666667,35.65789474,1.065928659,,,,,,,,,,,,,,,
2015,SC,2015SC45,full,508,5,8,13,3,12,219,73,35.65789474,1.047232472,,,,,,,,,,,,,,,
2015,SC,2015SC45,full,511,5,11,16,3,15,103,34.33333333,35.65789474,-0.037146371,,,,,,,,,,,,,,,
2015,SC,2015SC45,full,514,5,14,19,3,18,62,20.66666667,35.65789474,-0.420418204,,,,,,,,,,,,,,,
2015,SC,2015SC45,full,519,5,19,24,5,23,128,25.6,35.65789474,-0.282066421,,,,,,,,,,,,,,,
2015,SC,2015SC45,full,523,5,23,28,4,27,164,41,35.65789474,0.149815498,,,,,,,,,,,,,,,
2015,SC,2015SC45,full,527,5,27,32,4,31,44,11,35.65789474,-0.691512915,,,,,,,,,,,,,,,
2015,SC,2015SC45,full,603,6,3,39,7,38,59,8.428571429,35.65789474,-0.763626779,,,,,,,,,,,,,,,
2015,SC,2015SC48,full,429,4,29,4,3,3,37,12.33333333,8.5,0.450980392,,,,,,,,,,,,,,,
2015,SC,2015SC48,full,502,5,2,7,3,6,27,9,8.5,0.058823529,,,,,,,,,,,,,,,
2015,SC,2015SC48,full,505,5,5,10,3,9,59,19.66666667,8.5,1.31372549,,,,,,,,,,,,,,,
2015,SC,2015SC48,full,508,5,8,13,3,12,9,3,8.5,-0.647058824,,,,,,,,,,,,,,,
2015,SC,2015SC48,full,511,5,11,16,3,15,16,5.333333333,8.5,-0.37254902,,,,,,,,,,,,,,,
2015,SC,2015SC48,full,514,5,14,19,3,18,7,2.333333333,8.5,-0.725490196,,,,,,,,,,,,,,,
2015,SC,2015SC48,full,519,5,19,24,5,23,23,4.6,8.5,-0.458823529,,,,,,,,,,,,,,,
2015,SC,2015SC48,full,523,5,23,28,4,27,108,27,8.5,2.176470588,,,,,,,,,,,,,,,
2015,SC,2015SC48,full,527,5,27,32,4,31,2,0.5,8.5,-0.941176471,,,,,,,,,,,,,,,
2015,SC,2015SC48,full,603,6,3,39,7,38,35,5,8.5,-0.411764706,,,,,,,,,,,,,,,
2015,SC,2015SC49,full,429,4,29,4,3,3,15,5,12.5,-0.6,,,,,,,,,,,,,,,
2015,SC,2015SC49,full,502,5,2,7,3,6,73,24.33333333,12.5,0.946666667,,,,,,,,,,,,,,,
2015,SC,2015SC49,full,505,5,5,10,3,9,49,16.33333333,12.5,0.306666667,,,,,,,,,,,,,,,
2015,SC,2015SC49,full,508,5,8,13,3,12,66,22,12.5,0.76,,,,,,,,,,,,,,,
2015,SC,2015SC49,full,511,5,11,16,3,15,27,9,12.5,-0.28,,,,,,,,,,,,,,,
2015,SC,2015SC49,full,514,5,14,19,3,18,21,7,12.5,-0.44,,,,,,,,,,,,,,,
2015,SC,2015SC49,full,519,5,19,24,5,23,22,4.4,12.5,-0.648,,,,,,,,,,,,,,,
2015,SC,2015SC49,full,523,5,23,28,4,27,83,20.75,12.5,0.66,,,,,,,,,,,,,,,
2015,SC,2015SC49,full,527,5,27,32,4,31,29,7.25,12.5,-0.42,,,,,,,,,,,,,,,
2015,SC,2015SC49,full,603,6,3,39,7,38,90,12.85714286,12.5,0.028571429,,,,,,,,,,,,,,,
2015,TV,2015TV62,full,429,4,29,4,3,3,91,30.33333333,31.28947368,-0.030557892,,,,,,,,,,,,,,,
2015,TV,2015TV62,full,502,5,2,7,3,6,65,21.66666667,31.28947368,-0.307541351,,,,,,,,,,,,,,,
2015,TV,2015TV62,full,505,5,5,10,3,9,235,78.33333333,31.28947368,1.503504345,,,,,,,,,,,,,,,
2015,TV,2015TV62,full,508,5,8,13,3,12,179,59.66666667,31.28947368,0.906924586,,,,,,,,,,,,,,,
2015,TV,2015TV62,full,511,5,11,16,3,15,110,36.66666667,31.28947368,0.171853098,,,,,,,,,,,,,,,
2015,TV,2015TV62,full,514,5,14,19,3,18,89,29.66666667,31.28947368,-0.051864312,,,,,,,,,,,,,,,
2015,TV,2015TV62,full,519,5,19,24,5,23,109,21.8,31.28947368,-0.303280067,,,,,,,,,,,,,,,
2015,TV,2015TV62,full,523,5,23,28,4,27,118,29.5,31.28947368,-0.057190917,,,,,,,,,,,,,,,
2015,TV,2015TV62,full,527,5,27,32,4,31,72,18,31.28947368,-0.424726661,,,,,,,,,,,,,,,
2015,TV,2015TV62,full,603,6,3,39,7,38,121,17.28571429,31.28947368,-0.447554968,,,,,,,,,,,,,,,
2015,TV,2015TV63,full,429,4,29,4,3,3,247,82.33333333,106.4473684,-0.226534817,,,,,,,,,,,,,,,
2015,TV,2015TV63,full,502,5,2,7,3,6,204,68,106.4473684,-0.36118665,,,,,,,,,,,,,,,
2015,TV,2015TV63,full,505,5,5,10,3,9,1301,433.6666667,106.4473684,3.074000824,,,,,,,,,,,,,,,
2015,TV,2015TV63,full,508,5,8,13,3,12,605,201.6666667,106.4473684,0.894519984,,,,,,,,,,,,,,,
2015,TV,2015TV63,full,511,5,11,16,3,15,337,112.3333333,106.4473684,0.055294602,,,,,,,,,,,,,,,
2015,TV,2015TV63,full,514,5,14,19,3,18,265,88.33333333,106.4473684,-0.170168933,,,,,,,,,,,,,,,
2015,TV,2015TV63,full,519,5,19,24,5,23,348,69.6,106.4473684,-0.346155748,,,,,,,,,,,,,,,
2015,TV,2015TV63,full,523,5,23,28,4,27,197,49.25,106.4473684,-0.537330037,,,,,,,,,,,,,,,
2015,TV,2015TV63,full,527,5,27,32,4,31,179,44.75,106.4473684,-0.57960445,,,,,,,,,,,,,,,
2015,TV,2015TV63,full,603,6,3,39,7,38,362,51.71428571,106.4473684,-0.514179763,,,,,,,,,,,,,,,
2015,WB,2015WB12,package,430,4,30,5,4,4,13,3.25,10.13157895,-0.679220779,,,,,,,,,,,,,,,
2015,WB,2015WB12,package,502,5,2,7,2,6,22,11,10.13157895,0.085714286,,,,,,,,,,,,,,,
2015,WB,2015WB12,package,505,5,5,10,3,9,28,9.333333333,10.13157895,-0.078787879,,,,,,,,,,,,,,,
2015,WB,2015WB12,package,508,5,8,13,3,12,42,14,10.13157895,0.381818182,,,,,,,,,,,,,,,
2015,WB,2015WB12,package,511,5,11,16,3,15,26,8.666666667,10.13157895,-0.144588745,,,,,,,,,,,,,,,
2015,WB,2015WB12,package,514,5,14,19,3,18,34,11.33333333,10.13157895,0.118614719,,,,,,,,,,,,,,,
2015,WB,2015WB12,package,519,5,19,24,5,23,19,3.8,10.13157895,-0.624935065,,,,,,,,,,,,,,,
2015,WB,2015WB12,package,523,5,23,28,4,27,97,24.25,10.13157895,1.393506494,,,,,,,,,,,,,,,
2015,WB,2015WB12,package,527,5,27,32,4,31,39,9.75,10.13157895,-0.037662338,,,,,,,,,,,,,,,
2015,WB,2015WB12,package,603,6,3,39,7,38,65,9.285714286,10.13157895,-0.083487941,,,,,,,,,,,,,,,
2015,WB,2015WB13,package,430,4,30,5,4,4,29,7.25,9.710526316,-0.253387534,,,,,,,,,,,,,,,
2015,WB,2015WB13,package,502,5,2,7,2,6,32,16,9.710526316,0.647696477,,,,,,,,,,,,,,,
2015,WB,2015WB13,package,505,5,5,10,3,9,47,15.66666667,9.710526316,0.613369467,,,,,,,,,,,,,,,
2015,WB,2015WB13,package,508,5,8,13,3,12,49,16.33333333,9.710526316,0.682023487,,,,,,,,,,,,,,,
2015,WB,2015WB13,package,511,5,11,16,3,15,29,9.666666667,9.710526316,-0.004516712,,,,,,,,,,,,,,,
2015,WB,2015WB13,package,514,5,14,19,3,18,46,15.33333333,9.710526316,0.579042457,,,,,,,,,,,,,,,
2015,WB,2015WB13,package,519,5,19,24,5,23,18,3.6,9.710526316,-0.629268293,,,,,,,,,,,,,,,
2015,WB,2015WB13,package,523,5,23,28,4,27,29,7.25,9.710526316,-0.253387534,,,,,,,,,,,,,,,
2015,WB,2015WB13,package,527,5,27,32,4,31,25,6.25,9.710526316,-0.356368564,,,,,,,,,,,,,,,
2015,WB,2015WB13,package,603,6,3,39,7,38,65,9.285714286,9.710526316,-0.04374758,,,,,,,,,,,,,,,
2015,WB,2015WB26,nuc,430,4,30,5,4,4,10,2.5,5.368421053,-0.534313725,,,,,,,,,,,,,,,
2015,WB,2015WB26,nuc,502,5,2,7,2,6,7,3.5,5.368421053,-0.348039216,,,,,,,,,,,,,,,
2015,WB,2015WB26,nuc,505,5,5,10,3,9,11,3.666666667,5.368421053,-0.316993464,,,,,,,,,,,,,,,
2015,WB,2015WB26,nuc,508,5,8,13,3,12,20,6.666666667,5.368421053,0.241830065,,,,,,,,,,,,,,,
2015,WB,2015WB26,nuc,511,5,11,16,3,15,19,6.333333333,5.368421053,0.179738562,,,,,,,,,,,,,,,
2015,WB,2015WB26,nuc,514,5,14,19,3,18,36,12,5.368421053,1.235294118,,,,,,,,,,,,,,,
2015,WB,2015WB26,nuc,519,5,19,24,5,23,51,10.2,5.368421053,0.9,,,,,,,,,,,,,,,
2015,WB,2015WB26,nuc,523,5,23,28,4,27,26,6.5,5.368421053,0.210784314,,,,,,,,,,,,,,,
2015,WB,2015WB26,nuc,527,5,27,32,4,31,5,1.25,5.368421053,-0.767156863,,,,,,,,,,,,,,,
2015,WB,2015WB26,nuc,603,6,3,39,7,38,19,2.714285714,5.368421053,-0.494397759,,,,,,,,,,,,,,,
2015,WB,2015WB28,full,430,4,30,5,4,4,92,23,32.71052632,-0.29686243,,,,,,,,,,,,,,,
2015,WB,2015WB28,full,502,5,2,7,2,6,107,53.5,32.71052632,0.635559131,,,,,,,,,,,,,,,
2015,WB,2015WB28,full,505,5,5,10,3,9,172,57.33333333,32.71052632,0.752748726,,,,,,,,,,,,,,,
2015,WB,2015WB28,full,508,5,8,13,3,12,162,54,32.71052632,0.65084473,,,,,,,,,,,,,,,
2015,WB,2015WB28,full,511,5,11,16,3,15,314,104.6666667,32.71052632,2.199785465,,,,,,,,,,,,,,,
2015,WB,2015WB28,full,514,5,14,19,3,18,126,42,32.71052632,0.283990346,,,,,,,,,,,,,,,
2015,WB,2015WB28,full,519,5,19,24,5,23,71,14.2,32.71052632,-0.565888978,,,,,,,,,,,,,,,
2015,WB,2015WB28,full,523,5,23,28,4,27,140,35,32.71052632,0.069991955,,,,,,,,,,,,,,,
2015,WB,2015WB28,full,527,5,27,32,4,31,9,2.25,32.71052632,-0.931214803,,,,,,,,,,,,,,,
2015,WB,2015WB28,full,603,6,3,39,7,38,50,7.142857143,32.71052632,-0.781634295,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
