original_order,osu_run,sample_id,date,site_code,site_abbrv,site,initial_weight,final_weight,units,media,dinotefuran,nitenpyram,thiamethoxam,clothianidin,imidacloprid,acetamiprid,thiacloprid
412,6,NB_L_6,8/25/2015,DS505 + Cloth,DS,Don Scott,1.7,0.4238,ng/g,nuc_box_larvae,< 0.313,< 0.397,< 0.863,< 2.271,< 0.283,< 0.388,< 0.269
413,7,NB_L_7,8/25/2015,WB505,WB,WB,0.8,0.2255,ng/g,nuc_box_larvae,2.205,< 0.397,< 0.863,< 2.271,< 0.283,< 0.388,9.767
414,8,NB_L_8,8/25/2015,DS505,DS,Don Scott,3.5,0.8678,ng/g,nuc_box_larvae,< 0.313,< 0.397,< 0.863,< 2.271,0.647,< 0.388,< 0.269
415,9,NB_L_9,9/3/2015,DS511 + Cloth,DS,Don Scott,3.6,0.8384,ng/g,nuc_box_larvae,< 0.313,< 0.397,< 0.863,< 2.271,< 0.283,< 0.388,< 0.269
416,10,NB_L_10,9/3/2015,HR508,HR,Honeyrun,2.5,0.546,ng/g,nuc_box_larvae,< 0.313,< 0.397,< 0.863,< 2.271,< 0.283,< 0.388,< 0.269
417,11,NB_L_11,9/3/2015,DS511,DS,Don Scott,5.5,1.248,ng/g,nuc_box_larvae,< 0.313,< 0.397,< 0.863,< 2.271,< 0.283,1.685,8.605
418,12,NB_L_12,9/3/2015,FSR502,FSR,FSR,4.7,1.064,ng/g,nuc_box_larvae,< 0.313,< 0.397,< 0.863,< 2.271,< 0.283,< 0.388,2.014
419,13,NB_L_13,9/4/2015,FSR519,FSR,FSR,5.8,1.3519,ng/g,nuc_box_larvae,< 0.313,< 0.397,< 0.863,< 2.271,< 0.283,< 0.388,< 0.269
420,14,NB_L_14,9/4/2015,FSR511,FSR,FSR,3.8,0.725,ng/g,nuc_box_larvae,< 0.313,< 0.397,< 0.863,< 2.271,< 0.283,< 0.388,< 0.269
421,15,NB_L_15,9/4/2015,DS519,DS,Don Scott,6.7,1.6473,ng/g,nuc_box_larvae,< 0.313,< 0.397,< 0.863,< 2.271,< 0.283,< 0.388,< 0.269
422,16,NB_L_16,9/4/2015,SC519,SC,Scioto Darby,6.7,1.5971,ng/g,nuc_box_larvae,< 0.313,< 0.397,< 0.863,< 2.271,< 0.283,< 0.388,< 0.269
423,17,NB_L_17,9/4/2015,DS519 + Cloth,DS,Don Scott,6.8,1.6485,ng/g,nuc_box_larvae,< 0.313,< 0.397,< 0.863,< 2.271,< 0.283,< 0.388,< 0.269
424,18,NB_L_18,9/6/2015,DS505 + Cloth,DS,Don Scott,1.5,0.2978,ng/g,nuc_box_larvae,< 0.313,< 0.397,< 0.863,< 2.271,2.34,< 0.388,0.796
425,19,NB_L_19,9/6/2015,WB505,WB,WB,3.2,0.7685,ng/g,nuc_box_larvae,< 0.313,< 0.397,< 0.863,< 2.271,0.41,< 0.388,< 0.269
426,20,NB_L_20,9/7/2015,DS511 + Cloth,DS,Don Scott,4.2,1.0609,ng/g,nuc_box_larvae,< 0.313,< 0.397,< 0.863,< 2.271,< 0.283,3.689,< 0.269
427,21,NB_L_21,9/7/2015,HR508,HR,Honeyrun,4.5,1.047,ng/g,nuc_box_larvae,< 0.313,< 0.397,< 0.863,< 2.271,0.607,< 0.388,0.415
428,22,NB_L_22,9/7/2015,DS511,DS,Don Scott,4.4,1.0402,ng/g,nuc_box_larvae,< 0.313,< 0.397,< 0.863,< 2.271,< 0.283,< 0.388,< 0.269
429,23,NB_L_23,9/7/2015,FSR502,FSR,FSR,4.3,1.02,ng/g,nuc_box_larvae,< 0.313,< 0.397,< 0.863,13.244,< 0.283,0.407,< 0.269
430,24,NB_L_24,9/8/2015,FSR519,FSR,FSR,4.2,0.9865,ng/g,nuc_box_larvae,< 0.313,< 0.397,< 0.863,< 2.271,< 0.283,< 0.388,< 0.269
431,25,NB_L_25,9/11/2015,HR508,HR,Honeyrun,3.2,0.6569,ng/g,nuc_box_larvae,< 0.313,< 0.397,< 0.863,< 2.271,0.647,0.482,0.868
432,26,NB_L_26,9/11/2015,DS511,DS,Don Scott,4.4,1.0338,ng/g,nuc_box_larvae,< 0.313,< 0.397,< 0.863,< 2.271,< 0.283,0.942,1.06
433,27,NB_L_27,9/11/2015,FSR502,FSR,FSR,2.8,0.5707,ng/g,nuc_box_larvae,< 0.313,< 0.397,< 0.863,30.174,0.982,0.839,< 0.269
434,28,NB_L_28,9/12/2015,FSR519,FSR,FSR,2.9,0.7231,ng/g,nuc_box_larvae,0.426,< 0.397,< 0.863,< 2.271,< 0.283,< 0.388,0.954
435,29,NB_L_29,9/12/2015,FSR511,FSR,FSR,4.1,0.9194,ng/g,nuc_box_larvae,< 0.313,< 0.397,< 0.863,< 2.271,< 0.283,< 0.388,1.322
436,30,NB_L_30,9/15/2015,FSR502,FSR,FSR,1.9,0.4777,ng/g,nuc_box_larvae,< 0.313,< 0.397,< 0.863,< 2.271,0.981,< 0.388,1.15
437,31,NB_L_31,9/17/2015,TV514 + Cloth,TV,Three Vs,3,0.5578,ng/g,nuc_box_larvae,< 0.313,< 0.397,< 0.863,< 2.271,1.033,< 0.388,< 0.269
438,32,NB_L_32,9/17/2015,MM502,MM,Moorman,6.1,1.398,ng/g,nuc_box_larvae,< 0.313,< 0.397,< 0.863,< 2.271,< 0.283,< 0.388,< 0.269
439,33,NB_L_33,9/17/2015,TV514,TV,Three Vs,4.9,1.0897,ng/g,nuc_box_larvae,< 0.313,< 0.397,< 0.863,< 2.271,< 0.283,< 0.388,< 0.269
440,34,NB_L_34,9/17/2015,HR502,HR,Honeyrun,5.1,1.1076,ng/g,nuc_box_larvae,< 0.313,< 0.397,< 0.863,< 2.271,< 0.283,< 0.388,< 0.269
441,35,NB_L_35,9/17/2015,TV502,TV,Three Vs,4,0.7957,ng/g,nuc_box_larvae,< 0.313,< 0.397,< 0.863,< 2.271,0.387,< 0.388,< 0.269
442,36,NB_L_36,9/17/2015,BG502,BG,Badger,4.4,0.8341,ng/g,nuc_box_larvae,< 0.313,< 0.397,< 0.863,< 2.271,0.957,< 0.388,< 0.269
443,37,NB_L_37,9/17/2015,BG508,BG,Badger,5,1.2222,ng/g,nuc_box_larvae,< 0.313,< 0.397,< 0.863,< 2.271,< 0.283,0.656,< 0.269
444,38,NB_L_38,9/21/2015,HR502,HR,Honeyrun,5.1,1.1995,ng/g,nuc_box_larvae,0.686,< 0.397,< 0.863,< 2.271,1.095,< 0.388,< 0.269
445,39,NB_nb_39,8/12/2015,BG505,BG,Badger,4.5,2.67,ng/g,nuc_box_nurse_bees,< 0.754,< 0.963,< 1.40,< 2.26,< 0.026,< 0.17,< 0.064
446,40,NB_nb_40,8/12/2015,TV519,TV,Three Vs,4.7,2.7,ng/g,nuc_box_nurse_bees,< 0.17,< 2.29,< 1.40,< 3.30,< 0.032,3.83,< 0.117
447,41,NB_nb_41,8/12/2015,TV505,TV,Three Vs,5.8,2.309,ng/g,nuc_box_nurse_bees,< 0.17,< 2.29,< 1.40,< 3.30,< 0.032,< 0.261,< 0.117
448,42,NB_nb_42,8/12/2015,SC505,SC,Scioto Darby,4.9,2.69,ng/g,nuc_box_nurse_bees,< 0.754,< 0.963,< 1.40,< 2.26,< 0.026,< 0.17,< 0.064
449,43,NB_nb_43,8/13/2015,DS519,DS,Don Scott,3.1,1.62,ng/g,nuc_box_nurse_bees,< 0.17,< 2.29,< 1.40,< 3.30,< 0.032,< 0.261,< 0.117
450,44,NB_nb_44,8/13/2015,MM505,MM,Moorman,3.9,2.08,ng/g,nuc_box_nurse_bees,NA,NA,NA,NA,NA,NA,NA
451,45,NB_nb_45,8/13/2015,TV505,TV,Three Vs,5.5,3.05,ng/g,nuc_box_nurse_bees,< 0.17,< 2.29,< 1.40,< 3.30,< 0.032,< 0.261,< 0.117
452,46,NB_nb_46,8/16/2015,DS519,DS,Don Scott,3.7,2.34,ng/g,nuc_box_nurse_bees,6.95,< 2.29,13.16,< 3.30,< 0.032,< 0.261,< 0.117
453,47,NB_nb_47,8/16/2015,MM505,MM,Moorman,4.2,2.03,ng/g,nuc_box_nurse_bees,< 0.754,6.83,< 1.40,< 2.26,< 0.026,< 0.17,< 0.064
454,48,NB_nb_48,8/16/2015,TV505,TV,Three Vs,4.5,2.53,ng/g,nuc_box_nurse_bees,< 0.17,< 2.29,< 1.40,< 3.30,< 0.032,< 0.261,< 0.117
455,49,NB_nb_49,8/23/2015,DS519,DS,Don Scott,4.7,2.24,ng/g,nuc_box_nurse_bees,< 0.754,< 0.963,< 1.40,< 2.26,< 0.026,11.14,16.96
456,50,NB_nb_50,8/23/2015,MM505,MM,Moorman,3.5,1.59,ng/g,nuc_box_nurse_bees,< 0.17,< 2.29,< 1.40,< 3.30,< 0.032,< 0.261,< 0.117
457,51,NB_nb_51,8/23/2015,TV505,TV,Three Vs,7.4,3.03,ng/g,nuc_box_nurse_bees,< 0.17,< 2.29,< 1.40,< 3.30,< 0.032,< 0.261,< 0.117
458,52,NB_nb_52,8/25/2015,FSR505,FSR,FSR,3.5,1.5,ng/g,nuc_box_nurse_bees,< 0.754,< 0.963,< 1.40,< 2.26,< 0.026,< 0.17,< 0.064
459,53,NB_nb_53,8/25/2015,DS505 + Cloth,DS,Don Scott,2.9,1.47,ng/g,nuc_box_nurse_bees,< 0.17,< 2.29,< 1.40,< 3.30,< 0.032,< 0.261,< 0.117
460,54,NB_nb_54,8/25/2015,WB505,WB,WB,4.6,2.91,ng/g,nuc_box_nurse_bees,< 0.754,< 0.963,4.21,< 2.26,< 0.026,< 0.17,< 0.064
461,55,NB_nb_55,8/25/2015,DS505,DS,Don Scott,8.6,3.13,ng/g,nuc_box_nurse_bees,< 0.17,< 2.29,< 1.40,< 3.30,< 0.032,< 0.261,< 0.117
462,56,NB_nb_56,8/29/2015,FSR505,FSR,FSR,4,2.23,ng/g,nuc_box_nurse_bees,< 0.754,< 0.963,< 1.40,4.32,< 0.026,< 0.17,< 0.064
463,57,NB_nb_57,8/29/2015,DS505 + Cloth,DS,Don Scott,3.5,1.6,ng/g,nuc_box_nurse_bees,< 0.17,< 2.29,< 1.40,< 3.30,< 0.032,< 0.261,< 0.117
464,58,NB_nb_58,8/29/2015,WB505,WB,WB,5.9,3.04,ng/g,nuc_box_nurse_bees,NA,NA,NA,NA,NA,NA,NA
465,59,NB_nb_59,8/29/2015,DS505,DS,Don Scott,5.5,3.06,ng/g,nuc_box_nurse_bees,< 0.17,< 2.29,< 1.40,< 3.30,< 0.032,< 0.261,< 0.117
466,60,NB_nb_60,9/2/2015,FSR505,FSR,FSR,3.1,1.31,ng/g,nuc_box_nurse_bees,< 0.17,< 2.29,< 1.40,< 3.30,< 0.032,< 0.261,0.47
467,61,NB_nb_61,9/2/2015,DS505 + Cloth,DS,Don Scott,4.6,2.2,ng/g,nuc_box_nurse_bees,< 0.754,< 0.963,< 1.40,12.11,< 0.026,< 0.17,0.35
468,62,NB_nb_62,9/2/2015,WB505,WB,WB,3.5,1.97,ng/g,nuc_box_nurse_bees,< 0.17,< 2.29,< 1.40,< 3.30,< 0.032,< 0.261,< 0.117
469,63,NB_nb_63,9/2/2015,DS505,DS,Don Scott,4.3,1.91,ng/g,nuc_box_nurse_bees,< 0.754,< 0.963,< 1.40,< 2.26,< 0.026,< 0.17,< 0.064
470,64,NB_nb_64,9/3/2015,DS511 + Cloth,DS,Don Scott,5.3,2.55,ng/g,nuc_box_nurse_bees,< 0.754,< 0.963,< 1.40,< 2.26,< 0.026,12.31,29.35
471,65,NB_nb_65,9/3/2015,HR508,HR,Honeyrun,7.3,3.04,ng/g,nuc_box_nurse_bees,< 0.754,< 0.963,< 1.40,< 2.26,< 0.026,< 0.17,< 0.064
472,66,NB_nb_66,9/3/2015,DS511,DS,Don Scott,4.1,1.85,ng/g,nuc_box_nurse_bees,< 0.17,< 2.29,< 1.40,< 3.30,< 0.032,< 0.261,< 0.117
473,67,NB_nb_67,9/3/2015,FSR502,FSR,FSR,4.3,2.26,ng/g,nuc_box_nurse_bees,< 0.754,1.67,< 1.40,< 2.26,< 0.026,2.95,< 0.064
474,68,NB_nb_68,9/4/2015,FSR519,FSR,FSR,7.4,3.03,ng/g,nuc_box_nurse_bees,< 0.754,< 0.963,1.38,< 2.26,< 0.026,< 0.17,< 0.064
475,69,NB_nb_69,9/4/2015,FSR511,FSR,FSR,5.7,2.05,ng/g,nuc_box_nurse_bees,< 0.17,< 2.29,10.66,< 3.30,< 0.032,< 0.261,< 0.117
476,70,NB_nb_70,9/4/2015,DS519,DS,Don Scott,4.3,1.85,ng/g,nuc_box_nurse_bees,< 0.754,2.28,< 1.40,< 2.26,< 0.026,16.08,16.4
477,71,NB_nb_71,9/4/2015,SC519,SC,Scioto Darby,5.1,2.98,ng/g,nuc_box_nurse_bees,7.38,< 2.29,< 1.40,< 3.30,< 0.032,2.83,< 0.117
478,72,NB_nb_72,9/4/2015,DS519 + Cloth,DS,Don Scott,3.9,2.34,ng/g,nuc_box_nurse_bees,0.9,< 0.963,2.31,< 2.26,< 0.026,< 0.17,< 0.064
479,73,NB_nb_73,9/6/2015,FSR505,FSR,FSR,4.9,2.47,ng/g,nuc_box_nurse_bees,< 0.17,< 2.29,< 1.40,< 3.30,< 0.032,< 0.261,< 0.117
480,74,NB_nb_74,9/6/2015,DS505 + Cloth,DS,Don Scott,5.8,2.54,ng/g,nuc_box_nurse_bees,6.41,< 2.29,< 1.40,< 3.30,< 0.032,< 0.261,< 0.117
481,75,NB_nb_75,9/6/2015,WB505,WB,WB,6.7,3.01,ng/g,nuc_box_nurse_bees,< 0.754,< 0.963,< 1.40,< 2.26,< 0.026,< 0.17,< 0.064
482,76,NB_nb_76,9/6/2015,DS505,DS,Don Scott,5.6,2.6,ng/g,nuc_box_nurse_bees,< 0.17,< 2.29,< 1.40,< 3.30,< 0.032,< 0.261,< 0.117
483,77,NB_nb_77,9/7/2015,DS511 + Cloth,DS,Don Scott,5.5,2.69,ng/g,nuc_box_nurse_bees,< 0.17,< 2.29,< 1.40,< 3.30,< 0.032,< 0.261,< 0.117
484,78,NB_nb_78,9/7/2015,HR508,HR,Honeyrun,7,3.08,ng/g,nuc_box_nurse_bees,< 0.17,< 2.29,< 1.40,< 3.30,< 0.032,< 0.261,< 0.117
485,79,NB_nb_79,9/7/2015,DS511,DS,Don Scott,3.9,1.76,ng/g,nuc_box_nurse_bees,< 0.17,< 2.29,< 1.40,< 3.30,< 0.032,< 0.261,< 0.117
486,80,NB_nb_80,9/7/2015,FSR502,FSR,FSR,5.6,2.67,ng/g,nuc_box_nurse_bees,< 0.17,< 2.29,< 1.40,< 3.30,< 0.032,< 0.261,< 0.117
487,81,NB_nb_81,9/8/2015,FSR519,FSR,FSR,5.3,2.52,ng/g,nuc_box_nurse_bees,< 0.17,< 2.29,< 1.40,< 3.30,< 0.032,< 0.261,< 0.117
488,82,NB_nb_82,9/8/2015,FSR511,FSR,FSR,5.6,3.03,ng/g,nuc_box_nurse_bees,< 0.754,3.34,< 1.40,< 2.26,< 0.026,< 0.17,< 0.064
489,83,NB_nb_83,9/8/2015,DS519,DS,Don Scott,3.9,2.35,ng/g,nuc_box_nurse_bees,< 0.754,< 0.963,< 1.40,< 2.26,< 0.026,< 0.17,< 0.064
490,84,NB_nb_84,9/8/2015,SC519,SC,Scioto Darby,4.2,1.78,ng/g,nuc_box_nurse_bees,< 0.17,< 2.29,16.57,< 3.30,< 0.032,< 0.261,7.71
491,85,NB_nb_85,9/8/2015,DS519 + Cloth,DS,Don Scott,5.8,3.02,ng/g,nuc_box_nurse_bees,< 0.17,< 2.29,19.27,< 3.30,< 0.032,< 0.261,< 0.117
492,86,NB_nb_86,9/11/2015,DS511 + Cloth,DS,Don Scott,3.3,1.1,ng/g,nuc_box_nurse_bees,< 0.754,11.51,< 1.40,15.85,< 0.026,< 0.17,< 0.064
493,87,NB_nb_87,9/11/2015,HR508,HR,Honeyrun,3.6,2.04,ng/g,nuc_box_nurse_bees,< 0.754,< 0.963,< 1.40,9.2,< 0.026,< 0.17,0.37
494,88,NB_nb_88,9/11/2015,DS511,DS,Don Scott,4.3,2.15,ng/g,nuc_box_nurse_bees,< 0.17,< 2.29,< 1.40,< 3.30,< 0.032,< 0.261,< 0.117
495,89,NB_nb_89,9/11/2015,FSR502,FSR,FSR,4.3,2.33,ng/g,nuc_box_nurse_bees,< 0.754,< 0.963,< 1.40,19.81,< 0.026,9.41,9.23
496,90,NB_nb_90,9/12/2015,FSR519,FSR,FSR,4.3,2.24,ng/g,nuc_box_nurse_bees,< 0.17,< 2.29,5.03,< 3.30,< 0.032,< 0.261,< 0.117
497,91,NB_nb_91,9/12/2015,FSR511,FSR,FSR,3.4,1.97,ng/g,nuc_box_nurse_bees,< 0.754,11.34,< 1.40,< 2.26,< 0.026,< 0.17,< 0.064
498,92,NB_nb_92,9/12/2015,DS519,DS,Don Scott,3.3,1.51,ng/g,nuc_box_nurse_bees,< 0.17,< 2.29,< 1.40,< 3.30,< 0.032,< 0.261,< 0.117
499,93,NB_nb_93,9/12/2015,SC519,SC,Scioto Darby,4,1.65,ng/g,nuc_box_nurse_bees,< 0.17,< 2.29,< 1.40,< 3.30,< 0.032,< 0.261,< 0.117
500,94,NB_nb_94,9/12/2015,DS519 + Cloth,DS,Don Scott,4.5,2.68,ng/g,nuc_box_nurse_bees,< 0.754,< 0.963,< 1.40,< 2.26,< 0.026,< 0.17,< 0.064
501,95,NB_nb_95,9/15/2015,DS511 + Cloth,DS,Don Scott,5.3,2.78,ng/g,nuc_box_nurse_bees,< 0.754,< 0.963,< 1.40,< 2.26,< 0.026,< 0.17,< 0.064
502,96,NB_nb_96,9/15/2015,HR508,HR,Honeyrun,6.1,3.14,ng/g,nuc_box_nurse_bees,< 0.17,< 2.29,< 1.40,< 3.30,< 0.032,< 0.261,< 0.117
503,97,NB_nb_97,9/15/2015,DS511,DS,Don Scott,6.1,2.97,ng/g,nuc_box_nurse_bees,10.31,< 0.963,< 1.40,< 2.26,< 0.026,< 0.17,< 0.064
504,98,NB_nb_98,9/15/2015,FSR502,FSR,FSR,4.9,2.97,ng/g,nuc_box_nurse_bees,9,< 2.29,< 1.40,< 3.30,< 0.032,< 0.261,< 0.117
505,99,NB_nb_99,9/16/2015,FSR519,FSR,FSR,5.1,2.04,ng/g,nuc_box_nurse_bees,< 0.17,< 2.29,< 1.40,< 3.30,< 0.032,< 0.261,0.7
506,100,NB_nb_100,9/16/2015,FSR511,FSR,FSR,7.9,3.05,ng/g,nuc_box_nurse_bees,< 0.754,< 0.963,0.79,< 2.26,< 0.026,< 0.17,< 0.064
507,101,NB_nb_101,9/16/2015,DS519,DS,Don Scott,5.9,2.84,ng/g,nuc_box_nurse_bees,< 0.754,< 0.963,< 1.40,< 2.26,< 0.026,< 0.17,< 0.064
508,102,NB_nb_102,9/16/2015,SC519,SC,Scioto Darby,6.9,3.01,ng/g,nuc_box_nurse_bees,< 0.17,< 2.29,< 1.40,< 3.30,< 0.032,< 0.261,< 0.117
509,103,NB_nb_103,9/16/2015,DS519 + Cloth,DS,Don Scott,7,3.04,ng/g,nuc_box_nurse_bees,< 0.17,< 2.29,< 1.40,< 3.30,< 0.032,< 0.261,< 0.117
510,104,NB_nb_104,9/17/2015,TV514 + Cloth,TV,Three Vs,3.6,1.19,ng/g,nuc_box_nurse_bees,11.68,< 0.963,< 1.40,< 2.26,< 0.026,< 0.17,< 0.064
511,105,NB_nb_105,9/17/2015,MM502,MM,Moorman,3.4,1.17,ng/g,nuc_box_nurse_bees,< 0.17,< 2.29,< 1.40,< 3.30,< 0.032,< 0.261,< 0.117
512,106,NB_nb_106,9/17/2015,TV514,TV,Three Vs,3.4,1.59,ng/g,nuc_box_nurse_bees,7.84,< 2.29,8.4,< 3.30,< 0.032,< 0.261,< 0.117
513,107,NB_nb_107,9/17/2015,HR502,HR,Honeyrun,4.8,1.93,ng/g,nuc_box_nurse_bees,< 0.17,< 2.29,< 1.40,< 3.30,< 0.032,< 0.261,< 0.117
514,108,NB_nb_108,9/17/2015,TV502,TV,Three Vs,4,2.11,ng/g,nuc_box_nurse_bees,< 0.754,< 0.963,< 1.40,54.16,< 0.026,4.32,9.71
515,109,NB_nb_109,9/17/2015,BG502,BG,Badger,4.2,2.19,ng/g,nuc_box_nurse_bees,< 0.17,< 2.29,< 1.40,< 3.30,< 0.032,< 0.261,< 0.117
516,110,NB_nb_110,9/17/2015,BG508,BG,Badger,5.8,2.68,ng/g,nuc_box_nurse_bees,< 0.17,< 2.29,< 1.40,< 3.30,< 0.032,< 0.261,< 0.117
517,111,NB_nb_111,9/21/2015,TV514 + Cloth,TV,Three Vs,4.2,2.21,ng/g,nuc_box_nurse_bees,< 0.17,< 2.29,< 1.40,< 3.30,< 0.032,< 0.261,0.42
518,112,NB_nb_112,9/21/2015,MM502,MM,Moorman,3.6,1.55,ng/g,nuc_box_nurse_bees,< 0.754,< 0.963,< 1.40,25.61,< 0.026,29.6,44.37
519,113,NB_nb_113,9/21/2015,TV514,TV,Three Vs,5.2,2.9,ng/g,nuc_box_nurse_bees,< 0.754,< 0.963,< 1.40,< 2.26,< 0.026,< 0.17,0.11
520,114,NB_nb_114,9/21/2015,HR502,HR,Honeyrun,4.3,1.92,ng/g,nuc_box_nurse_bees,< 0.17,< 2.29,< 1.40,< 3.30,< 0.032,< 0.261,< 0.117
521,115,NB_nb_115,9/21/2015,TV502,TV,Three Vs,5,2.45,ng/g,nuc_box_nurse_bees,3.34,< 2.29,< 1.40,< 3.30,< 0.032,< 0.261,< 0.117
522,116,NB_nb_116,9/21/2015,BG502,BG,Badger,6,2.4,ng/g,nuc_box_nurse_bees,< 0.754,6.47,< 1.40,< 2.26,< 0.026,13.79,16.14
523,117,NB_nb_117,9/21/2015,BG508,BG,Badger,5.5,2.94,ng/g,nuc_box_nurse_bees,< 0.754,< 0.963,1.32,16.06,< 0.026,< 0.17,< 0.064
524,118,NB_nb_118,9/25/2015,TV514 + Cloth,TV,Three Vs,3.4,1.93,ng/g,nuc_box_nurse_bees,< 0.17,< 2.29,< 1.40,< 3.30,< 0.032,< 0.261,< 0.117
525,119,NB_nb_119,9/25/2015,MM502,MM,Moorman,2.7,1.25,ng/g,nuc_box_nurse_bees,< 0.17,< 2.29,< 1.40,< 3.30,< 0.032,< 0.261,0.2
526,120,NB_nb_120,9/25/2015,TV514,TV,Three Vs,2.7,0.95,ng/g,nuc_box_nurse_bees,< 0.17,< 2.29,< 1.40,< 3.30,< 0.032,< 0.261,< 0.117
527,121,NB_nb_121,9/25/2015,HR502,HR,Honeyrun,3.4,1.68,ng/g,nuc_box_nurse_bees,< 0.754,< 0.963,< 1.40,< 2.26,< 0.026,< 0.17,< 0.064
528,122,NB_nb_122,9/25/2015,TV502,TV,Three Vs,4.6,2.5,ng/g,nuc_box_nurse_bees,7.31,< 2.29,< 1.40,< 3.30,< 0.032,0.4,< 0.117
529,123,NB_nb_123,9/25/2015,BG502,BG,Badger,4.9,2.55,ng/g,nuc_box_nurse_bees,< 0.754,4.07,< 1.40,< 2.26,< 0.026,0.21,< 0.064
530,124,NB_nb_124,9/25/2015,BG508,BG,Badger,6.4,3.04,ng/g,nuc_box_nurse_bees,2.83,< 2.29,3.07,< 3.30,< 0.032,< 0.261,< 0.117
531,125,NB_nb_125,9/29/2015,TV514 + Cloth,TV,Three Vs,8.7,3.02,ng/g,nuc_box_nurse_bees,< 0.754,< 0.963,< 1.40,< 2.26,< 0.026,< 0.17,< 0.064
532,126,NB_nb_126,9/29/2015,MM502,MM,Moorman,10.7,2.98,ng/g,nuc_box_nurse_bees,< 0.17,< 2.29,< 1.40,< 3.30,< 0.032,< 0.261,0.3
533,127,NB_nb_127,9/29/2015,TV514,TV,Three Vs,8.8,2.88,ng/g,nuc_box_nurse_bees,< 0.17,< 2.29,< 1.40,< 3.30,< 0.032,< 0.261,< 0.117
534,128,NB_nb_128,9/29/2015,HR502,HR,Honeyrun,7.3,2.83,ng/g,nuc_box_nurse_bees,< 0.754,< 0.963,< 1.40,< 2.26,< 0.026,< 0.17,< 0.064
535,129,NB_nb_129,9/29/2015,TV502,TV,Three Vs,7.5,3.01,ng/g,nuc_box_nurse_bees,< 0.754,< 0.963,0.46,< 2.26,< 0.026,< 0.17,< 0.064
536,130,NB_nb_130,9/29/2015,BG502,BG,Badger,6.1,2.99,ng/g,nuc_box_nurse_bees,< 0.17,< 2.29,< 1.40,< 3.30,< 0.032,< 0.261,< 0.117
537,131,NB_nb_131,9/29/2015,BG508,BG,Badger,9.3,3,ng/g,nuc_box_nurse_bees,3.88,< 2.29,< 1.40,< 3.30,< 0.032,< 0.261,0.14
538,113,IH_RJ_113,04/28/2015,TV,TV,Three Vs,1.4,1.1294,ng/g,royal_jelly,< 0.040,< 0.434,1.306340758,< 0.618,4.103401466,5.138350664,< 0.061
539,114,IH_RJ_114,05/21/2015,DS,DS,Don Scott,3.1,2.9222,ng/g,royal_jelly,< 0.040,< 0.434,1.301055443,< 0.618,8.683577918,< 0.091,< 0.061
540,115,IH_RJ_115,05/20/2015,HR,HR,Honeyrun,0.9,0.7436,ng/g,royal_jelly,< 0.040,< 0.434,< 0.202,< 0.618,13.26275083,< 0.091,< 0.061